order_id,product_id,product_amount,product_name,consumer_name
701,12,439.0,multimeter,Gilmar da Cruz Simões
702,54,242.0,vodka,Nicolas Pedroso da Silva
703,21,1856.0,camera,Janaína Paschoal Oliveira
704,3,1948.0,batteries,Janaína Paschoal Oliveira
705,10,1646.0,laser,Kléber Braz
707,11,1621.0,kabel,Kléber Braz
708,26,1291,nikon,Kléber Braz
709,20,741.0,led rgb,Kléber Braz
710,22,1808,câmera,Kléber Braz
711,47,1341.0,chocolate,Kléber Braz
712,18,426,arduino,Taís Machado
713,68,149,açúcar,Taís Machado
714,51,949.0,queijo,Taís Machado
715,22,1808,câmera,Taís Machado
716,55,1633,mercado livre,Gilmar Carmo Ruiz
717,25,68.0,s20 fe,Gilmar Carmo Ruiz
718,46,714,vinho,Beatriz Braga Velho
719,28,324.0,instax,Beatriz Braga Velho
720,13,1950,led strip,Beatriz Braga Velho
721,55,1633,mercado livre,Beatriz Braga Velho
723,41,757.0,samsung s20 fe,Gilmar Lopes
724,27,439.0,camera canon,Gilmar Lopes
726,47,1341.0,chocolate,Gilmar Lopes
727,57,47,dolce gusto,Gilmar Lopes
728,17,2.0,bateria carro,Gilmar Lopes
729,30,1638,moto g9,Gilmar Lopes
730,44,1332,camera de segurança wifi,Elaine Farias Damasceno
731,41,757.0,samsung s20 fe,Elaine Farias Damasceno
732,15,1926.0,switch controller,Heloísa Oliveira
733,37,1790.0,moto g9 plus,Heloísa Oliveira
736,32,1956.0,instax mini,Poliane Simões
737,36,1590,ipad,Poliane Simões
738,27,439.0,camera canon,Poliane Simões
739,40,1841.0,notebook samsung i7,Poliane Simões
740,5,75.0,led lights,Poliane Simões
741,59,1589.0,doces,Poliane Simões
742,3,1948.0,batteries,Kléber da Cruz da Cruz
743,10,1639.0,laser,Kléber da Cruz da Cruz
744,44,1332,camera de segurança wifi,Janaína Machado
746,13,1950,led strip,Janaína Machado
747,47,1341.0,chocolate,Janaína Machado
748,33,1035,câmera fotográfica,Janaína Machado
749,36,1590,ipad,Rafael Assis Machado
751,33,1035,câmera fotográfica,Nicole Damasceno Medeiros
752,25,68.0,s20 fe,Nicole Damasceno Medeiros
753,49,581,whisky,Nicole Damasceno Medeiros
754,36,1590,ipad,Nicole Damasceno Medeiros
755,31,748.0,camera polaroid,Nicole Damasceno Medeiros
757,31,748.0,camera polaroid,Nicole Silveira
758,36,1590,ipad,Nicole Silveira
759,34,31.0,papel de parede cinza,Nicole Silveira
760,26,1291,nikon,Fabiana Damasceno
761,44,1332,camera de segurança wifi,Fabiana Damasceno
763,6,1649,battery charger,Fabiana Damasceno
765,30,1638,moto g9,Adriano Velho Falcão
766,29,271.0,camera fotografica,Adriano Velho Falcão
767,41,757.0,samsung s20 fe,Adriano Velho Falcão
768,67,1776.0,cortina para sala,Adriano Velho Falcão
769,5,75.0,led lights,Adriano Velho Falcão
771,37,1790.0,moto g9 plus,Adriano Velho Falcão
772,13,1950,led strip,Gilmar Ito
773,54,242.0,vodka,Gilmar Ito
774,13,1950,led strip,Gilmar Ito
775,36,1590,ipad,Gilmar Ito
776,48,941,cerveja,Taís Assis Oliveira
777,24,512.0,polaroid,Gilmar Falcão
778,54,242.0,vodka,Gilmar Falcão
779,3,1948.0,batteries,Émerson Barroso
781,67,1776.0,cortina para sala,Adriano Assis
782,31,748.0,camera polaroid,Adriano Assis
784,13,1950,led strip,Poliane Arruda
785,38,823.0,motorola g10,Poliane Arruda
786,5,75.0,led lights,Carina Arruda
787,44,1332,camera de segurança wifi,Carina Arruda
788,67,1776.0,cortina para sala,Carina Arruda
789,3,1948.0,batteries,Carina Arruda
790,70,1723.0,leite ninho,Poliane Cavalcanti Assis
791,30,1637.0,moto g9,Poliane Cavalcanti Assis
792,41,757.0,samsung s20 fe,Poliane Cavalcanti Assis
793,57,47,dolce gusto,Poliane Cavalcanti Assis
794,10,1639.0,laser,Poliane Cavalcanti Assis
796,11,1596.0,kabel,Adriano Velho
797,57,47,dolce gusto,Adriano Velho
798,55,1633,mercado livre,Adriano Velho
799,21,1856.0,camera,Adriano Velho
800,54,242.0,vodka,Adriano Velho
802,6,1649,battery charger,Adriano Velho
803,7,1230.0,trash can,Poliane de Salles
806,61,404,pasta,Taís Medeiros Leal
807,45,1719.0,instax mini 11,Taís Medeiros Leal
808,57,47,dolce gusto,Taís Medeiros Leal
809,27,439.0,camera canon,Taís Medeiros Leal
811,56,269.0,malbec,Poliane Pedroso Pacheco
812,41,756.0,samsung s20 fe,Poliane Pedroso Pacheco
814,25,67.0,s20 fe,Poliane Pedroso Pacheco
815,31,748.0,camera polaroid,Poliane Pedroso Pacheco
817,29,271.0,camera fotografica,Carlos Pedroso Pedroso
818,5,75.0,led lights,Carlos Pedroso Pedroso
819,39,1520.0,moto g10 plus,Carlos Pedroso Pedroso
820,30,1637.0,moto g9,Carlos Pedroso Pedroso
822,47,1341.0,chocolate,Nicole Ruiz Barroso
824,4,1474.0,power supply,Nicole Ruiz Barroso
825,45,1714.0,instax mini 11,Nicole Ruiz Barroso
826,18,426,arduino,Nicole Ruiz Barroso
827,32,1956.0,instax mini,Nicole Braga
828,12,439.0,multimeter,Nicole Braga
829,9,339,fluke,Nicole Braga
830,34,31.0,papel de parede cinza,Nicole Braga
831,6,1649,battery charger,Nicole Braga
832,46,714,vinho,Nicole Braga
833,5,75.0,led lights,Carlos Fraga
834,21,1856.0,camera,Carlos Fraga
835,29,271.0,camera fotografica,Carlos Fraga
836,20,741.0,led rgb,Carlos Fraga
837,30,1637.0,moto g9,Heloísa Falcão
838,31,748.0,camera polaroid,Heloísa Falcão
839,48,941,cerveja,Elaine Lopes Lopes
840,54,242.0,vodka,Elaine Lopes Lopes
841,54,242.0,vodka,Elaine Lopes Lopes
842,52,228.0,bebedouro,Elaine Lopes Lopes
843,60,1152.0,cacau show,Elaine Lopes Lopes
844,31,748.0,camera polaroid,Elaine Lopes Lopes
845,41,756.0,samsung s20 fe,Elaine Lopes Lopes
846,8,427,car battery,Carlos Braz Vargas
847,2,1250.0,bateria,Carlos Braz Vargas
849,5,75.0,led lights,Carlos Braz Vargas
850,44,1332,camera de segurança wifi,Carlos Braz Vargas
851,6,1649,battery charger,Carina Lobo Lopes
852,57,47,dolce gusto,Carina Lobo Lopes
853,10,1639.0,laser,Carina Lobo Lopes
854,69,1349.0,barra de chocolate,Beatriz da Cunha
855,59,1589.0,doces,Beatriz da Cunha
856,39,1520.0,moto g10 plus,Beatriz da Cunha
857,3,1948.0,batteries,Beatriz da Cunha
858,27,439.0,camera canon,Beatriz da Cunha
859,26,1291,nikon,Beatriz da Cunha
860,3,1948.0,batteries,Nicolas Falcão
861,43,484.0,moto g 10,Nicolas Falcão
862,70,1723.0,leite ninho,Nicolas Falcão
863,57,47,dolce gusto,Nicolas Falcão
864,23,444,moto g10,Nicolas Falcão
865,48,941,cerveja,Nicolas Falcão
867,53,179,jack daniels,Nicole Braz Lima
868,33,1035,câmera fotográfica,Nicole Braz Lima
869,2,1250.0,bateria,Nicole Braz Lima
870,62,162.0,carrefour,Nicole Braz Lima
871,3,1948.0,batteries,Nicole Braz Lima
872,65,914,morango,Nicole Braz Lima
873,23,444,moto g10,Nicole Braz Lima
874,50,1750.0,gin,Beatriz Gimenes
876,5,75.0,led lights,Beatriz Gimenes
877,2,1250.0,bateria,Beatriz Gimenes
878,55,1633,mercado livre,Beatriz Gimenes
879,38,823.0,motorola g10,Beatriz Gimenes
880,55,1633,mercado livre,Beatriz Gimenes
881,10,1639.0,laser,Gilmar Ito Correia
882,27,439.0,camera canon,Gilmar Ito Correia
883,65,914,morango,Carina Velho
884,16,1174.0,fichario,Carina Velho
885,29,271.0,camera fotografica,Carina Velho
886,4,1474.0,power supply,Carina Paim Simões
887,14,1692.0,carregador iphone,Carina Paim Simões
888,22,1808,câmera,Carina Paim Simões
889,15,1917.0,switch controller,Carina Paim Simões
890,44,1332,camera de segurança wifi,Carina Paim Simões
892,61,404,pasta,Janaína Damasceno Lima
893,68,149,açúcar,Janaína Damasceno Lima
895,23,444,moto g10,Janaína Damasceno Lima
896,8,427,car battery,Janaína Damasceno Lima
897,70,1723.0,leite ninho,Janaína Damasceno Lima
898,22,1808,câmera,Adriano Quadros Lopes
900,50,1750.0,gin,Heloísa Lopes
901,1,863.0,battery,Heloísa Lopes
902,4,1474.0,power supply,Nicolas Arruda
903,35,1451,monitor ultrawide,Nicolas Arruda
904,27,439.0,camera canon,Nicolas Arruda
906,32,1956.0,instax mini,Carlos Falcão
907,54,242.0,vodka,Kléber da Silva
908,22,1808,câmera,Kléber da Silva
909,70,1723.0,leite ninho,Kléber da Silva
910,16,1174.0,fichario,Kléber da Silva
911,55,1633,mercado livre,Kléber da Silva
912,14,1692.0,carregador iphone,Carlos Paschoal Carmo
913,30,1637.0,moto g9,Carlos Paschoal Carmo
914,39,1520.0,moto g10 plus,Poliane Lobo
915,49,581,whisky,Poliane Lobo
917,60,1152.0,cacau show,Adriano da Cunha Ito
918,66,1620,leite condensado,Adriano da Cunha Ito
919,23,444,moto g10,Adriano da Cunha Ito
920,62,162.0,carrefour,Adriano da Cunha Ito
921,29,271.0,camera fotografica,Nicolas Gimenes
922,34,31.0,papel de parede cinza,Nicolas Gimenes
923,46,714,vinho,Heloísa Vargas da Cruz
924,56,269.0,malbec,Heloísa Vargas da Cruz
925,13,1950,led strip,Heloísa Vargas da Cruz
926,5,75.0,led lights,Heloísa Vargas da Cruz
927,5,75.0,led lights,Nicole Farias Braz
929,13,1950,led strip,Nicole Farias Braz
934,54,242.0,vodka,Fernando Medeiros Lopes
935,12,439.0,multimeter,Elaine Machado Nazário
936,54,242.0,vodka,Elaine Machado Nazário
938,66,1620,leite condensado,Elaine Machado Nazário
940,63,1307,cafeteira,Elaine Machado Nazário
941,65,914,morango,Elaine Machado Nazário
943,69,1346.0,barra de chocolate,Nicolas Lima
944,55,1632.0,mercado livre,Nicolas Lima
945,48,941,cerveja,Nicolas Lima
946,36,1590,ipad,Nicolas Lima
948,30,1637.0,moto g9,Nicolas Lima
949,53,179,jack daniels,Janaína Lopes Arruda
950,7,1230.0,trash can,Janaína Lopes Arruda
951,43,484.0,moto g 10,Janaína Lopes Arruda
952,8,427,car battery,Janaína Lopes Arruda
953,55,1632.0,mercado livre,Carlos Paschoal Quadros
954,65,914,morango,Carlos Paschoal Quadros
957,32,1953.0,instax mini,Carina Pedroso Vargas
959,67,1775.0,cortina para sala,Carina Pedroso Vargas
960,10,1639.0,laser,Heloísa Oliveira Lobo
961,57,47,dolce gusto,Heloísa Oliveira Lobo
962,54,242.0,vodka,Heloísa Oliveira Lobo
964,30,1637.0,moto g9,Janaína da Cruz
966,25,67.0,s20 fe,Gilmar Machado
967,48,930.0,cerveja,Gilmar Machado
968,34,31.0,papel de parede cinza,Gilmar Machado
969,43,484.0,moto g 10,Gilmar Machado
970,50,1750.0,gin,Gilmar Machado
971,6,1649,battery charger,Fabiana de Salles Quadros
972,3,1948.0,batteries,Fabiana de Salles Quadros
973,61,404,pasta,Fabiana de Salles Quadros
974,13,1950,led strip,Beatriz Gimenes Oliveira
975,18,426,arduino,Beatriz Gimenes Oliveira
976,50,1750.0,gin,Beatriz Gimenes Oliveira
978,44,1332,camera de segurança wifi,Beatriz Gimenes Oliveira
979,58,832.0,espumante,Beatriz Gimenes Oliveira
980,3,1948.0,batteries,Beatriz Gimenes Oliveira
983,32,1953.0,instax mini,Nicole Fraga Monteiro
984,16,1174.0,fichario,Nicole Fraga Monteiro
985,63,1307,cafeteira,Nicole Fraga Monteiro
986,9,339,fluke,Carina da Cunha Simões
987,30,1637.0,moto g9,Carlos Falcão
988,8,427,car battery,Carlos Falcão
989,41,756.0,samsung s20 fe,Carlos Falcão
990,50,1744.0,gin,Carlos Falcão
991,6,1649,battery charger,Carlos Falcão
994,9,339,fluke,Isabela Oliveira da Cunha
996,29,271.0,camera fotografica,Isabela Oliveira da Cunha
997,43,484.0,moto g 10,Isabela Oliveira da Cunha
998,43,484.0,moto g 10,Isabela Oliveira da Cunha
999,53,179,jack daniels,Isabela Oliveira da Cunha
1000,12,439.0,multimeter,Gilmar Silveira
1001,32,1953.0,instax mini,Gilmar Silveira
1002,39,1518.0,moto g10 plus,Gilmar Silveira
1003,35,1451,monitor ultrawide,Gilmar Silveira
1006,43,484.0,moto g 10,Gilmar Silveira
1007,53,179,jack daniels,Fernando Lima
1008,60,1152.0,cacau show,Fernando Lima
1009,23,444,moto g10,Fernando Lima
1011,23,444,moto g10,Fernando Lima
1013,70,1723.0,leite ninho,Kléber Quadros Paim
1015,14,1692.0,carregador iphone,Kléber Quadros Paim
1016,62,162.0,carrefour,Kléber Quadros Paim
1017,60,1152.0,cacau show,Kléber Quadros Paim
1019,9,339,fluke,Taís Falcão Correia
1020,67,1775.0,cortina para sala,Taís Falcão Correia
1022,70,1723.0,leite ninho,Taís Falcão Correia
1024,68,149,açúcar,Taís Falcão Correia
1025,41,756.0,samsung s20 fe,Taís Falcão Correia
1026,29,271.0,camera fotografica,Beatriz Braga Lima
1027,22,1808,câmera,Beatriz Braga Lima
1029,25,67.0,s20 fe,Beatriz Braga Lima
1030,40,1840.0,notebook samsung i7,Antônio Paschoal
1031,28,303.0,instax,Antônio Paschoal
1032,36,1590,ipad,Antônio Paschoal
1033,24,509.0,polaroid,Fabiana da Silva
1034,3,1948.0,batteries,Janaína Lima
1035,65,914,morango,Janaína Lima
1036,46,714,vinho,Beatriz Machado Falcão
1037,64,1577,heineken,Beatriz Machado Falcão
1038,52,210.0,bebedouro,Beatriz Machado Falcão
1039,14,1692.0,carregador iphone,Beatriz Machado Falcão
1040,54,242.0,vodka,Beatriz Machado Falcão
1041,16,1174.0,fichario,Beatriz Machado Falcão
1042,46,714,vinho,Valdomiro Pedroso Cavalcanti
1043,70,1723.0,leite ninho,Valdomiro Pedroso Cavalcanti
1044,27,439.0,camera canon,Émerson Damasceno
1045,68,149,açúcar,Émerson Damasceno
1047,34,31.0,papel de parede cinza,Kléber Lima
1048,29,271.0,camera fotografica,Kléber Lima
1049,14,1692.0,carregador iphone,Kléber Lima
1050,21,1856.0,camera,Kléber Lima
1051,4,1474.0,power supply,Kléber Lima
1052,32,1953.0,instax mini,Kléber Lima
1053,17,2.0,bateria carro,Janaína Farias Pacheco
1054,2,1248.0,bateria,Janaína Farias Pacheco
1055,50,1741.0,gin,Janaína Farias Pacheco
1056,5,75.0,led lights,Janaína Farias Pacheco
1057,2,1248.0,bateria,Janaína Farias Pacheco
1058,28,303.0,instax,Janaína Farias Pacheco
1059,1,863.0,battery,Janaína Farias Pacheco
1060,45,1697.0,instax mini 11,Isabela Ruiz
1061,6,1649,battery charger,Rafael Correia
1062,67,1775.0,cortina para sala,Elaine de Salles
1063,41,756.0,samsung s20 fe,Elaine de Salles
1064,18,426,arduino,Elaine de Salles
1065,16,1174.0,fichario,Elaine de Salles
1067,18,426,arduino,Elaine de Salles
1068,24,509.0,polaroid,Elaine de Salles
1069,42,526.0,papel de parede branco,Carina Nazário Quadros
1071,63,1307,cafeteira,Carina Nazário Quadros
1072,60,1152.0,cacau show,Carina Nazário Quadros
1073,30,1637.0,moto g9,Carina Nazário Quadros
1074,68,149,açúcar,Janaína Correia Lima
1075,33,1035.0,câmera fotográfica,Janaína Correia Lima
1077,2,1248.0,bateria,Janaína Correia Lima
1078,52,210.0,bebedouro,Janaína Correia Lima
1079,26,1291.0,nikon,Janaína Correia Lima
1080,64,1577,heineken,Janaína Correia Lima
1081,29,271.0,camera fotografica,Taís Machado
1082,49,581,whisky,Taís Machado
1083,3,1948.0,batteries,Fabiana Nazário de Salles
1084,36,1590,ipad,Fabiana Nazário de Salles
1085,70,1723.0,leite ninho,Fabiana Nazário de Salles
1086,37,1790.0,moto g9 plus,Beatriz Ito
1087,26,1291.0,nikon,Beatriz Ito
1088,69,1346.0,barra de chocolate,Beatriz Ito
1089,14,1692.0,carregador iphone,Beatriz Ito
1091,69,1346.0,barra de chocolate,Beatriz Ito
1092,59,1589.0,doces,Antônio Vaz
1093,9,339,fluke,Antônio Vaz
1094,63,1307,cafeteira,Carlos Damasceno
1097,15,1901.0,switch controller,Carlos Quadros
1098,28,303.0,instax,Carlos Quadros
1099,4,1474.0,power supply,Carlos Quadros
1100,20,741.0,led rgb,Carlos Quadros
1101,48,930.0,cerveja,Carlos Quadros
1102,24,509.0,polaroid,Valdomiro Fraga Lobo
1103,43,484.0,moto g 10,Valdomiro Fraga Lobo
1104,29,271.0,camera fotografica,Valdomiro Fraga Lobo
1105,58,832.0,espumante,Valdomiro Fraga Lobo
1106,9,339,fluke,Janaína Braga Pacheco
1107,68,149,açúcar,Janaína Braga Pacheco
1108,13,1950,led strip,Janaína Braga Pacheco
1110,63,1307,cafeteira,Janaína Braga Pacheco
1113,11,1469.0,kabel,Nicole Cavalcanti da Cunha
1115,68,149,açúcar,Nicole Cavalcanti da Cunha
1116,56,269.0,malbec,Nicole Cavalcanti da Cunha
1117,42,526.0,papel de parede branco,Nicole Cavalcanti da Cunha
1119,3,1948.0,batteries,Elaine Silveira
1120,17,2.0,bateria carro,Elaine Silveira
1121,65,914,morango,Janaína Nazário Vargas
1122,64,1577,heineken,Janaína Nazário Vargas
1123,47,1341.0,chocolate,Isabela Arruda
1124,67,1775.0,cortina para sala,Gilmar Lima
1125,69,1346.0,barra de chocolate,Gilmar Lima
1126,16,1174.0,fichario,Gilmar Lima
1127,38,823.0,motorola g10,Gilmar Lima
1128,69,1346.0,barra de chocolate,Gilmar Lima
1130,22,1808,câmera,Poliane da Cunha
1131,21,1856.0,camera,Poliane da Cunha
1132,69,1346.0,barra de chocolate,Nicolas Braga Vaz
1133,70,1723.0,leite ninho,Nicolas Braga Vaz
1134,36,1590,ipad,Nicolas Braga Vaz
1136,35,1451,monitor ultrawide,Nicolas Braga Vaz
1137,69,1346.0,barra de chocolate,Nicolas Braga Vaz
1138,22,1808,câmera,Nicolas Braga Vaz
1139,56,269.0,malbec,Antônio Assis
1140,22,1808,câmera,Antônio Assis
1141,55,1632.0,mercado livre,Antônio Assis
1142,20,741.0,led rgb,Antônio Assis
1143,6,1649,battery charger,Poliane Ito
1144,3,1948.0,batteries,Poliane Ito
1145,54,242.0,vodka,Fabiana Silveira
1146,22,1808,câmera,Nicole Machado Medeiros
1147,44,1332,camera de segurança wifi,Nicole Machado Medeiros
1148,45,1697.0,instax mini 11,Nicole Machado Medeiros
1149,21,1856.0,camera,Poliane Lima
1150,32,1953.0,instax mini,Poliane Lima
1152,6,1649,battery charger,Poliane Lima
1153,41,756.0,samsung s20 fe,Poliane Lima
1154,69,1346.0,barra de chocolate,Poliane Lima
1155,19,1622.0,bateria de carro,Poliane Lima
1156,32,1953.0,instax mini,Antônio Braz Carmo
1157,57,47,dolce gusto,Antônio Braz Carmo
1158,17,2.0,bateria carro,Antônio Braz Carmo
1159,69,1346.0,barra de chocolate,Antônio Braz Carmo
1161,54,242.0,vodka,Adriano Quadros
1164,37,1783.0,moto g9 plus,Carina Vaz Simões
1166,23,444,moto g10,Carina Vaz Simões
1167,60,1152.0,cacau show,Carina Vaz Simões
1168,46,714,vinho,Carina Vaz Simões
1169,41,756.0,samsung s20 fe,Carina Vaz Simões
1170,39,1518.0,moto g10 plus,Carina Vaz Simões
1171,43,484.0,moto g 10,Nicolas Medeiros Ito
1173,56,269.0,malbec,Nicolas Medeiros Ito
1174,59,1588.0,doces,Nicolas Medeiros Ito
1175,54,242.0,vodka,Nicolas Medeiros Ito
1176,69,1346.0,barra de chocolate,Nicolas Medeiros Ito
1177,55,1632.0,mercado livre,Nicolas Medeiros Ito
1178,39,1518.0,moto g10 plus,Valdomiro Ito Leal
1180,34,31.0,papel de parede cinza,Valdomiro Ito Leal
1182,6,1649,battery charger,Antônio Braga Braz
1183,39,1518.0,moto g10 plus,Antônio Braga Braz
1186,22,1808,câmera,Adriano Quadros
1187,41,756.0,samsung s20 fe,Kléber Oliveira
1188,31,748.0,camera polaroid,Kléber Oliveira
1189,37,1773.0,moto g9 plus,Carlos Monteiro Carmo
1190,35,1451,monitor ultrawide,Carlos Monteiro Carmo
1191,7,1229.0,trash can,Carlos Monteiro Carmo
1192,64,1577,heineken,Carlos Monteiro Carmo
1194,27,439.0,camera canon,Gilmar Medeiros
1195,43,484.0,moto g 10,Gilmar Medeiros
1196,49,581,whisky,Gilmar Medeiros
1197,62,162.0,carrefour,Gilmar Vargas
1198,11,1463.0,kabel,Gilmar Vargas
1199,69,1346.0,barra de chocolate,Gilmar Vargas
1201,2,1248.0,bateria,Valdomiro Quadros Damasceno
1202,22,1808,câmera,Valdomiro Quadros Damasceno
1204,12,439.0,multimeter,Valdomiro Quadros Damasceno
1205,5,75.0,led lights,Beatriz Lopes
1206,43,484.0,moto g 10,Beatriz Lopes
1207,27,439.0,camera canon,Beatriz Lopes
1208,27,439.0,camera canon,Beatriz Lopes
1209,53,179,jack daniels,Janaína Silveira
1210,22,1808,câmera,Janaína Silveira
1211,40,1840.0,notebook samsung i7,Janaína Silveira
1214,1,863.0,battery,Carina Falcão
1215,41,756.0,samsung s20 fe,Carina Falcão
1217,54,242.0,vodka,Carina Falcão
1219,56,269.0,malbec,Carina Falcão
1220,21,1856.0,camera,Elaine Falcão
1221,47,1341.0,chocolate,Carlos de Salles Braga
1223,11,1463.0,kabel,Carlos de Salles Braga
1224,6,1649,battery charger,Carlos de Salles Braga
1225,14,1672.0,carregador iphone,Fernando Vargas
1227,36,1590.0,ipad,Valdomiro Vargas
1228,24,509.0,polaroid,Valdomiro Vargas
1229,63,1307,cafeteira,Heloísa Cavalcanti da Silva
1230,6,1649,battery charger,Heloísa Cavalcanti da Silva
1233,67,1775.0,cortina para sala,Heloísa Cavalcanti da Silva
1234,53,179,jack daniels,Janaína Lima
1235,26,1291.0,nikon,Janaína Lima
1236,21,1856.0,camera,Janaína Lima
1237,34,31.0,papel de parede cinza,Nicole Carmo Braga
1238,1,863.0,battery,Nicole Carmo Braga
1239,41,756.0,samsung s20 fe,Nicole Carmo Braga
1240,53,179,jack daniels,Nicole Carmo Braga
1241,23,444,moto g10,Nicole Carmo Braga
1242,47,1341.0,chocolate,Nicole Carmo Braga
1243,53,179,jack daniels,Nicole Carmo Braga
1244,2,1248.0,bateria,Taís Braz
1245,59,1588.0,doces,Kléber Damasceno
1246,28,291.0,instax,Kléber Damasceno
1247,30,1637.0,moto g9,Kléber Damasceno
1248,17,0.0,bateria carro,Kléber Damasceno
1249,2,1248.0,bateria,Kléber Damasceno
1250,26,1291.0,nikon,Kléber Damasceno
1251,8,427,car battery,Adriano Carmo
1252,41,756.0,samsung s20 fe,Adriano Carmo
1254,48,930.0,cerveja,Adriano Carmo
1255,38,823.0,motorola g10,Janaína Simões Ito
1256,18,426,arduino,Janaína Simões Ito
1257,9,339,fluke,Janaína Simões Ito
1260,62,142.0,carrefour,Beatriz Machado
1261,27,439.0,camera canon,Beatriz Machado
1262,51,867.0,queijo,Beatriz Machado
1263,62,142.0,carrefour,Beatriz Machado
1265,41,756.0,samsung s20 fe,Beatriz Machado
1266,45,1695.0,instax mini 11,Beatriz Machado
1267,20,734.0,led rgb,Beatriz Paschoal Lopes
1268,39,1518.0,moto g10 plus,Beatriz Paschoal Lopes
1269,4,1474.0,power supply,Nicolas Barroso de Salles
1270,68,149,açúcar,Nicolas Barroso de Salles
1272,22,1808,câmera,Nicolas Barroso de Salles
1273,24,509.0,polaroid,Nicolas Barroso de Salles
1275,24,509.0,polaroid,Nicole Paschoal Medeiros
1276,58,832.0,espumante,Nicole Paschoal Medeiros
1277,56,269.0,malbec,Fernando Farias
1278,53,179,jack daniels,Fernando Farias
1279,24,509.0,polaroid,Fernando Farias
1280,15,1901.0,switch controller,Fernando Farias
1281,70,1723.0,leite ninho,Fernando Farias
1282,22,1808,câmera,Fernando Farias
1283,52,187.0,bebedouro,Rafael Velho Silveira
1285,41,756.0,samsung s20 fe,Antônio Vaz
1286,70,1723.0,leite ninho,Antônio Vaz
1287,63,1307,cafeteira,Antônio Vaz
1288,6,1649,battery charger,Antônio Vaz
1289,2,1247.0,bateria,Antônio Vaz
1290,3,1948.0,batteries,Émerson Simões Fraga
1291,27,439.0,camera canon,Émerson Simões Fraga
1293,28,291.0,instax,Beatriz Vaz
1294,57,47,dolce gusto,Beatriz Vaz
1296,4,1474.0,power supply,Beatriz Vaz
1298,3,1948.0,batteries,Elaine Braz Farias
1299,56,269.0,malbec,Elaine Braz Farias
1300,13,1950,led strip,Elaine Braz Farias
1301,58,832.0,espumante,Carina Fraga Braga
1302,53,179,jack daniels,Isabela Lobo Farias
1303,20,734.0,led rgb,Isabela Lobo Farias
1305,42,526.0,papel de parede branco,Isabela Lobo Farias
1306,68,149,açúcar,Isabela Lobo Farias
1307,21,1856.0,camera,Isabela Lobo Farias
1308,49,581,whisky,Isabela Lobo Farias
1309,20,734.0,led rgb,Janaína Simões
1310,38,823.0,motorola g10,Janaína Simões
1312,10,1628.0,laser,Janaína Simões
1313,38,823.0,motorola g10,Janaína Simões
1314,12,439.0,multimeter,Janaína Simões
1315,20,734.0,led rgb,Janaína Simões
1316,25,67.0,s20 fe,Nicolas Silveira
1317,65,914,morango,Fabiana Vaz Paschoal
1318,70,1723.0,leite ninho,Fabiana Vaz Paschoal
1319,15,1901.0,switch controller,Fabiana Vaz Paschoal
1320,10,1628.0,laser,Fabiana Vaz Paschoal
1321,55,1632.0,mercado livre,Fabiana Vaz Paschoal
1322,17,0.0,bateria carro,Fabiana Vaz Paschoal
1323,20,734.0,led rgb,Fabiana Vaz Paschoal
1324,40,1840.0,notebook samsung i7,Carlos Silveira
1325,60,1138.0,cacau show,Carlos Silveira
1326,17,0.0,bateria carro,Carlos Silveira
1327,33,1035.0,câmera fotográfica,Carlos Silveira
1328,68,149,açúcar,Carlos Silveira
1329,50,1741.0,gin,Carlos Silveira
1331,5,75.0,led lights,Adriano Ruiz da Silva
1332,12,439.0,multimeter,Adriano Ruiz da Silva
1333,31,748.0,camera polaroid,Adriano Ruiz da Silva
1334,6,1649,battery charger,Adriano Ruiz da Silva
1335,13,1950,led strip,Adriano Ruiz da Silva
1337,25,67.0,s20 fe,Isabela Farias da Cunha
1338,32,1953.0,instax mini,Isabela Farias da Cunha
1339,68,149,açúcar,Isabela Farias da Cunha
1340,57,45.0,dolce gusto,Isabela Farias da Cunha
1341,56,269.0,malbec,Isabela Farias da Cunha
1342,18,426,arduino,Isabela Farias da Cunha
1344,57,45.0,dolce gusto,Adriano Gimenes Vaz
1345,57,45.0,dolce gusto,Adriano Gimenes Vaz
1346,11,1463.0,kabel,Adriano Gimenes Vaz
1348,44,1332.0,camera de segurança wifi,Isabela Gimenes Paim
1349,29,271.0,camera fotografica,Isabela Gimenes Paim
1350,1,863.0,battery,Carlos Barroso Oliveira
1351,60,1138.0,cacau show,Carlos Barroso Oliveira
1352,63,1307.0,cafeteira,Carlos Barroso Oliveira
1353,30,1637.0,moto g9,Carlos Barroso Oliveira
1354,48,922.0,cerveja,Poliane Vaz
1355,33,1035.0,câmera fotográfica,Poliane Vaz
1356,24,509.0,polaroid,Poliane Vaz
1358,54,242.0,vodka,Poliane Vaz
1359,38,823.0,motorola g10,Poliane Vaz
1360,20,734.0,led rgb,Poliane Vaz
1362,53,179,jack daniels,Carina Farias Arruda
1364,9,339,fluke,Carina Farias Arruda
1366,16,1174.0,fichario,Carina Farias Arruda
1370,29,270.0,camera fotografica,Janaína da Cunha
1371,68,149,açúcar,Janaína da Cunha
1372,18,426,arduino,Nicole Machado Braz
1373,48,922.0,cerveja,Heloísa Falcão
1374,28,274.0,instax,Heloísa Falcão
1375,37,1773.0,moto g9 plus,Heloísa Falcão
1376,63,1307.0,cafeteira,Heloísa Falcão
