id, name, age, CEP, wallet
11909, Nicole Gimenes, 49, 36081-770, 3776.0
11942, Gilmar Monteiro, 43, 72901-718, 2599.87
11945, Taís da Cruz Machado, 51, 50900-230, 614.63
11954, Janaína Machado, 52, 72901-718, 1010.47
12003, Carlos Gimenes Falcão, 34, 83305-500, 2257.77
12046, Fernando Paim Gimenes, 37, 83305-500, 2398.92
12068, Valdomiro Gimenes Machado, 51, 77415-862, 1907.8
12113, Taís Leal Barroso, 20, 36081-770, 2837.87
12141, Carina Gimenes, 52, 64211-140, 1416.12
12142, Nicole Medeiros, 28, 72872-385, 4313.84
12188, Isabela da Cruz de Salles, 21, 50900-230, 1558.83
12197, Isabela Medeiros Leal, 53, 64211-140, 3246.57
12239, Nicolas Braz Paschoal, 47, 49072-600, 4088.88
12248, Rafael Braz, 25, 54786-220, 2673.31
12272, Fabiana Pedroso Arruda, 54, 72872-385, 4418.3
12298, Nicolas Arruda Machado, 33, 49072-600, 4101.05
12319, Kléber Nazário Assis, 25, 72901-718, 3051.52
12325, Fernando Pacheco, 39, 83221-160, 2301.1
12374, Isabela Vaz Pacheco, 51, 54786-220, 2835.99
12404, Nicole da Cruz, 44, 54786-220, 4411.61
12424, Rafael Vaz da Cunha, 45, 72872-385, 4415.2
12426, Isabela Medeiros da Silva, 35, 83221-160, 1084.33
12433, Rafael da Cunha, 53, 83305-500, 4692.79
12473, Isabela Vargas, 26, 77415-862, 4324.53
12515, Poliane Paim, 28, 72901-718, 1351.22
12526, Taís Machado, 19, 54786-220, 4550.61
12528, Carlos Fraga, 35, 50900-230, 2060.73
12555, Janaína Paschoal da Cruz, 23, 91360-160, 2948.27
12589, Carina Damasceno, 57, 49072-600, 351.12
12621, Heloísa Lima Machado, 54, 72901-718, 1717.57
12625, Poliane Lima, 59, 50900-230, 554.23
12670, Kléber Vaz, 39, 72901-718, 4521.94
12695, Elaine Gimenes Lobo, 41, 36081-770, 2966.67
12699, Antônio Braga Paim, 35, 36081-770, 2859.81
12707, Adriano de Salles Ito, 53, 64211-140, 1183.85
12743, Elaine Pedroso Braga, 38, 64211-140, 2152.6
12782, Fernando Braz Ruiz, 57, 68371-360, 3428.23
12815, Carlos Assis, 25, 36081-770, 17.67
12847, Rafael Paim, 56, 72901-718, 2558.44
12858, Antônio Arruda Cavalcanti, 55, 50900-230, 2011.43
12885, Poliane da Cunha, 57, 91360-160, 4294.04
12929, Janaína Damasceno, 41, 83221-160, 742.97
12959, Carina Paschoal da Cunha, 37, 64211-140, 3856.45
13002, Nicolas Braz Correia, 36, 50900-230, 4314.62
13004, Janaína Machado Gimenes, 19, 50900-230, 3826.02
13048, Antônio de Salles, 40, 49072-600, 1072.83
13052, Gilmar da Cruz, 20, 77415-862, 4930.45
13064, Carlos Gimenes Gimenes, 24, 49072-600, 4481.06
13093, Janaína Paschoal Braga, 45, 50900-230, 2757.96
13128, Beatriz Velho Falcão, 48, 68371-360, 4620.58
13165, Isabela da Silva Lobo, 32, 65042-240, 474.52
13204, Valdomiro Assis, 30, 50900-230, 822.76
13222, Fabiana Assis Gimenes, 51, 72901-718, 1856.1
13228, Kléber Machado, 47, 50900-230, 462.34
13272, Isabela Damasceno Pedroso, 34, 54786-220, 3047.6
13305, Carina Carmo, 19, 65042-240, 3086.89
13318, Nicole Gimenes da Cunha, 18, 44044-257, 2932.1
13326, Elaine Vargas, 45, 54786-220, 4586.83
13327, Elaine da Cunha, 32, 68371-360, 2024.16
13338, Nicole Ito, 36, 64211-140, 3497.52
13340, Carlos Quadros Lobo, 56, 49072-600, 3475.19
13376, Émerson Lima Carmo, 31, 83221-160, 1537.91
13417, Fernando Ito Monteiro, 18, 77415-862, 1396.34
13466, Heloísa Gimenes Ruiz, 55, 50900-230, 1032.19
13489, Beatriz Vargas, 40, 83305-500, 1272.58
13505, Isabela Lopes, 54, 50900-230, 368.57
13530, Beatriz Pacheco Farias, 37, 77415-862, 3086.41
13542, Poliane Fraga Barroso, 45, 64211-140, 3414.82
13566, Antônio Vaz, 34, 77415-862, 2767.16
13571, Isabela Pacheco Barroso, 32, 72901-718, 4038.53
13592, Rafael Gimenes, 39, 72872-385, 2580.2
13623, Heloísa Cavalcanti, 45, 36081-770, 349.12
13626, Nicolas Pacheco Lopes, 50, 72872-385, 1742.9
13648, Fernando Correia Monteiro, 37, 68371-360, 962.19
13676, Poliane Cavalcanti da Cunha, 19, 91360-160, 202.62
13695, Carlos Monteiro Machado, 59, 91360-160, 2536.63
13700, Taís Ito Lopes, 51, 64211-140, 1617.07
13743, Nicole Ruiz Silveira, 47, 83221-160, 4069.29
13779, Valdomiro Machado Farias, 43, 72901-718, 803.28
13786, Janaína Vargas Cavalcanti, 24, 72901-718, 3887.67
13813, Heloísa Medeiros, 59, 68371-360, 2143.57
13849, Beatriz Lobo, 22, 91360-160, 2156.32
13887, Gilmar Farias, 34, 68371-360, 1819.95
13926, Émerson Simões Machado, 32, 36081-770, 3571.26
13951, Émerson da Cruz Paschoal, 26, 36081-770, 729.38
13973, Rafael Gimenes, 32, 44044-257, 2274.12
14000, Carlos Silveira Gimenes, 43, 72901-718, 1137.56
14039, Rafael Machado, 18, 54786-220, 3732.49
14086, Carina Silveira Leal, 23, 44044-257, 3412.06
14104, Fernando de Salles Oliveira, 34, 54786-220, 4402.73
14105, Émerson Arruda, 45, 68371-360, 4610.95
14115, Beatriz da Silva da Cunha, 19, 44044-257, 3872.61
14135, Fabiana Damasceno, 59, 68371-360, 2194.07
14163, Beatriz Simões Paschoal, 32, 54786-220, 1397.7
14168, Nicolas Carmo, 46, 83305-500, 4666.18
14211, Antônio Medeiros, 34, 91360-160, 3942.38
14255, Gilmar Machado da Cunha, 42, 83305-500, 4991.22
14299, Heloísa Pedroso da Silva, 56, 36081-770, 4900.86
14318, Rafael Leal, 46, 44044-257, 3991.36
14339, Isabela Arruda Lobo, 36, 65042-240, 250.82
14347, Carina Fraga, 29, 65042-240, 1369.87
14388, Poliane Vaz de Salles, 48, 68371-360, 1734.43
14391, Nicolas Correia Pedroso, 27, 49072-600, 3401.93
14395, Carina Silveira Machado, 29, 44044-257, 3660.02
14433, Carina Braga, 47, 49072-600, 765.21
14480, Kléber Assis, 39, 72872-385, 2403.6
14505, Isabela Leal Paim, 27, 72872-385, 2752.66
14532, Poliane Silveira Lima, 41, 91360-160, 3883.44
14566, Heloísa Monteiro Pacheco, 28, 54786-220, 1340.84
14602, Janaína Vaz Ito, 38, 64211-140, 1513.39
14647, Poliane Machado Oliveira, 57, 64211-140, 4167.24
14649, Antônio Assis Damasceno, 49, 64211-140, 4409.8
14660, Nicole Braga, 42, 72901-718, 862.68
14699, Isabela Leal, 18, 72872-385, 4862.87
14715, Fabiana Lopes Oliveira, 20, 72872-385, 4251.98
14754, Carlos Vaz, 32, 65042-240, 1414.69
14766, Carina Assis, 49, 91360-160, 204.17
14781, Valdomiro Simões, 50, 72872-385, 2003.82
14795, Valdomiro Arruda, 43, 77415-862, 1448.79
14805, Fabiana de Salles, 23, 36081-770, 1196.79
14847, Nicolas Fraga Fraga, 38, 72901-718, 2908.99
14885, Elaine Fraga, 37, 91360-160, 732.51
14899, Nicolas Machado, 41, 68371-360, 952.66
14933, Valdomiro Lopes Medeiros, 46, 72901-718, 779.78
14955, Heloísa Pacheco, 43, 54786-220, 1375.8
14978, Poliane Oliveira, 19, 65042-240, 4128.45
15021, Fernando Pedroso, 33, 54786-220, 2428.84
15038, Elaine Carmo, 33, 65042-240, 4926.71
15046, Rafael Assis Gimenes, 35, 72872-385, 3413.71
15078, Janaína Damasceno, 51, 44044-257, 482.02
15089, Valdomiro Lobo, 20, 83221-160, 3737.44
15105, Valdomiro Farias, 50, 83221-160, 3888.76
15112, Isabela da Cunha Machado, 34, 64211-140, 2088.65
15142, Fernando Carmo, 46, 72872-385, 2359.11
15177, Elaine Gimenes, 54, 65042-240, 774.33
15184, Émerson Assis Pacheco, 58, 77415-862, 1944.85
15208, Elaine Pedroso, 42, 50900-230, 4713.13
15210, Carlos da Cunha de Salles, 32, 68371-360, 4406.47
15221, Émerson Braga Ruiz, 60, 83305-500, 512.72
15246, Heloísa Correia Machado, 38, 72872-385, 1417.92
15247, Nicole Medeiros Vargas, 57, 49072-600, 3164.48
15279, Elaine Silveira, 58, 91360-160, 2127.08
15300, Isabela Pacheco, 38, 83305-500, 1035.91
15349, Fernando Silveira Lopes, 41, 65042-240, 390.05
15370, Nicolas Correia Arruda, 49, 64211-140, 80.18
15401, Taís Silveira, 23, 49072-600, 3990.57
15432, Elaine Nazário Ito, 28, 72901-718, 1327.05
15435, Valdomiro Braz Assis, 21, 54786-220, 567.24
15471, Isabela Lopes Lopes, 20, 36081-770, 2457.58
15473, Elaine Correia, 24, 91360-160, 722.47
15478, Carina da Cunha Pacheco, 29, 72901-718, 2603.95
15495, Poliane Machado Leal, 29, 83305-500, 584.71
15503, Valdomiro Leal, 39, 49072-600, 3068.7
15511, Fabiana Barroso Gimenes, 25, 36081-770, 3477.98
15547, Adriano Barroso, 57, 36081-770, 3308.05
15563, Carlos Assis Lopes, 30, 83305-500, 1578.41
15582, Janaína Carmo, 53, 72901-718, 2808.83
15591, Fabiana Oliveira Pedroso, 49, 72872-385, 2070.68
15635, Heloísa da Cruz Fraga, 30, 65042-240, 772.44
15684, Rafael Braga, 19, 72901-718, 965.03
15689, Adriano Simões Pedroso, 37, 68371-360, 3605.12
15719, Rafael Lopes Gimenes, 32, 68371-360, 535.65
15724, Fabiana Arruda Lobo, 28, 64211-140, 4088.54
15739, Isabela Leal Falcão, 44, 83305-500, 2611.72
15766, Carlos Pacheco, 59, 54786-220, 3089.45
15804, Poliane Pacheco Barroso, 49, 91360-160, 568.76
15824, Carlos Gimenes Falcão, 30, 36081-770, 1919.44
15849, Fabiana Ruiz Carmo, 43, 91360-160, 1363.99
15875, Antônio Medeiros Falcão, 60, 54786-220, 1927.95
15923, Nicole Gimenes, 49, 64211-140, 2987.2
15942, Poliane Assis, 51, 50900-230, 1511.83
15980, Taís Arruda Oliveira, 32, 54786-220, 915.74
16027, Kléber Fraga Ruiz, 60, 64211-140, 4546.82
16074, Nicole Barroso, 21, 72901-718, 4927.17
16118, Janaína Velho, 33, 54786-220, 4258.99
16133, Beatriz Barroso Arruda, 54, 54786-220, 1909.3
16175, Isabela Vargas, 40, 83305-500, 1480.94
16193, Janaína Pacheco Damasceno, 54, 65042-240, 4959.22
16225, Valdomiro Simões, 42, 36081-770, 4710.99
16229, Adriano Silveira, 31, 83305-500, 3198.03
16271, Carlos Carmo Silveira, 43, 54786-220, 4122.66
16274, Janaína Carmo, 58, 77415-862, 457.18
16292, Beatriz Pedroso Falcão, 40, 68371-360, 4551.08
16316, Fabiana da Cunha, 27, 72872-385, 1336.44
16365, Fernando Vargas, 40, 68371-360, 569.63
16392, Rafael Silveira, 59, 91360-160, 1409.77
16430, Carlos Medeiros, 26, 72872-385, 1534.65
16433, Kléber Monteiro, 41, 50900-230, 2790.28
16449, Fabiana da Cunha, 30, 65042-240, 3223.72
16467, Poliane Machado, 44, 68371-360, 4427.14
16473, Gilmar Paim Quadros, 36, 50900-230, 229.69
16476, Heloísa Paschoal, 50, 68371-360, 2550.67
16499, Antônio Silveira, 58, 72872-385, 1554.21
16499, Elaine Arruda Assis, 32, 44044-257, 3176.95
16528, Rafael Braz Ruiz, 44, 77415-862, 817.17
16567, Nicole Pacheco, 22, 54786-220, 3714.39
16604, Elaine Ito, 58, 68371-360, 2336.37
16635, Isabela Monteiro Braz, 28, 72901-718, 4606.99
16652, Nicolas Ruiz, 19, 72872-385, 2743.07
16673, Adriano Carmo Pacheco, 33, 72872-385, 4980.64
16707, Elaine Silveira Gimenes, 23, 49072-600, 3062.84
16709, Rafael Paim Paschoal, 58, 44044-257, 4990.86
16730, Poliane Falcão, 42, 64211-140, 2955.72
16752, Adriano Assis Barroso, 45, 72901-718, 3099.61
16771, Heloísa Machado da Cunha, 23, 83221-160, 3662.66
16790, Fernando Paschoal Farias, 22, 72901-718, 2422.42
16827, Beatriz Oliveira Pedroso, 57, 83305-500, 452.65
16871, Fabiana Gimenes, 31, 44044-257, 3523.21
16908, Isabela Assis Machado, 23, 68371-360, 4707.66
16918, Carlos Braz Braz, 20, 36081-770, 4531.29
16952, Elaine Falcão Gimenes, 51, 54786-220, 4213.5
16988, Antônio Machado de Salles, 58, 83221-160, 2108.33
16994, Poliane Pacheco, 18, 54786-220, 3520.25
17031, Carina Silveira Silveira, 32, 50900-230, 1215.88
17050, Antônio Lopes Nazário, 48, 68371-360, 1666.94
17076, Fabiana Ruiz, 35, 36081-770, 1418.75
17097, Adriano Cavalcanti, 38, 50900-230, 3461.97
17101, Kléber Gimenes, 56, 72872-385, 3921.4
17144, Carlos de Salles Arruda, 30, 44044-257, 3890.87
17191, Rafael Leal da Cunha, 45, 49072-600, 4559.84
17195, Nicole Fraga, 57, 72901-718, 4924.68
17195, Valdomiro Leal Paschoal, 34, 83221-160, 612.12
17233, Beatriz de Salles, 47, 68371-360, 2649.08
17272, Nicolas Nazário Nazário, 21, 44044-257, 522.91
17304, Janaína Gimenes, 21, 77415-862, 949.19
17341, Adriano Paschoal, 49, 49072-600, 2346.68
17347, Carlos Oliveira, 20, 68371-360, 609.92
17360, Gilmar Braz Braz, 40, 36081-770, 3058.94
17379, Poliane Farias, 32, 77415-862, 3076.55
17413, Janaína Gimenes Vaz, 53, 49072-600, 3043.54
17416, Fernando Damasceno Lopes, 19, 54786-220, 4899.06
17416, Elaine Paschoal Arruda, 33, 83305-500, 4672.43
17456, Fernando Leal Gimenes, 23, 49072-600, 3387.46
17479, Carina Nazário, 58, 49072-600, 4604.93
17479, Poliane Braga, 44, 64211-140, 2517.73
17479, Gilmar Silveira Paschoal, 44, 36081-770, 4054.55
17484, Gilmar Assis, 53, 54786-220, 330.23
17496, Carina Lima, 30, 49072-600, 4797.53
17539, Elaine de Salles, 26, 72872-385, 2450.81
17561, Carina Farias da Cunha, 21, 68371-360, 3351.11
17575, Taís Correia Nazário, 25, 49072-600, 146.13
17589, Carina Braz, 22, 49072-600, 474.13
17591, Adriano Braga, 53, 36081-770, 1272.7
17605, Beatriz Arruda, 21, 64211-140, 75.49
17642, Valdomiro Correia, 41, 44044-257, 2620.29
17668, Elaine Pacheco, 43, 36081-770, 1455.56
17715, Carina Cavalcanti Correia, 47, 36081-770, 2380.43
17729, Carlos Pedroso Fraga, 29, 44044-257, 4312.71
17773, Heloísa Braga Correia, 49, 50900-230, 3998.49
17785, Taís Medeiros Paim, 58, 91360-160, 3987.31
17831, Taís Braga Barroso, 32, 44044-257, 780.02
17878, Poliane de Salles Pedroso, 28, 49072-600, 1330.18
17880, Carina Gimenes, 38, 72901-718, 1962.68
17925, Rafael de Salles, 57, 83221-160, 712.92
17963, Rafael Carmo Falcão, 57, 64211-140, 462.7
17982, Nicolas Silveira, 18, 49072-600, 4620.29
18003, Nicole Braga Correia, 43, 65042-240, 312.27
18033, Elaine Nazário, 34, 64211-140, 1778.71
18040, Valdomiro Ruiz Damasceno, 35, 36081-770, 2269.53
18056, Elaine Vaz, 40, 83221-160, 3770.79
18087, Poliane Arruda Paim, 47, 72901-718, 266.28
18128, Isabela Silveira Farias, 32, 64211-140, 3700.82
18130, Janaína da Cunha, 54, 83305-500, 403.71
18176, Émerson de Salles Farias, 43, 65042-240, 204.15
18221, Poliane Velho Arruda, 48, 77415-862, 4441.42
18258, Janaína Braga, 32, 91360-160, 3476.37
18280, Rafael Medeiros, 28, 49072-600, 1036.2
18281, Nicole Pedroso Lima, 43, 77415-862, 415.38
18321, Gilmar Velho Correia, 27, 49072-600, 3362.29
18336, Nicole Braga Velho, 42, 50900-230, 2886.63
18336, Gilmar Falcão, 51, 83305-500, 4169.02
18343, Gilmar Fraga Gimenes, 21, 83305-500, 437.26
18392, Carina Ruiz Silveira, 24, 54786-220, 2329.92
18406, Rafael Ruiz Lobo, 25, 65042-240, 2360.61
18432, Fabiana Lobo Falcão, 20, 49072-600, 3940.49
18443, Antônio Gimenes Braga, 30, 50900-230, 3597.0
18481, Poliane Vargas Braz, 44, 54786-220, 2292.83
18482, Nicole Braz Pedroso, 23, 72901-718, 3651.91
18523, Nicole Silveira, 49, 49072-600, 2097.65
18559, Fernando Gimenes Correia, 39, 83221-160, 1116.26
18605, Carina Medeiros Falcão, 57, 64211-140, 1063.25
18605, Carina Carmo Vargas, 29, 49072-600, 1989.69
18618, Carina Silveira Quadros, 49, 54786-220, 3319.55
18632, Fernando Gimenes Damasceno, 54, 54786-220, 4738.41
18655, Isabela Gimenes da Silva, 55, 68371-360, 1269.46
18694, Nicole Ito Pedroso, 28, 44044-257, 4996.03
18719, Kléber Braga Fraga, 60, 65042-240, 4477.73
18729, Carina Gimenes, 54, 91360-160, 2430.21
18751, Adriano Silveira, 47, 50900-230, 2982.25
18786, Adriano Leal, 31, 65042-240, 2977.59
18788, Kléber Ito Carmo, 39, 50900-230, 4330.17
18836, Fabiana Oliveira Nazário, 22, 68371-360, 1050.94
18847, Gilmar Simões Paschoal, 31, 83305-500, 3169.51
18870, Rafael Nazário, 48, 72901-718, 4864.5
18875, Isabela Velho Vargas, 53, 72901-718, 2225.11
18922, Heloísa Lopes, 36, 54786-220, 3719.44
18956, Kléber Barroso, 43, 83221-160, 1952.49
18995, Nicolas Ito, 37, 44044-257, 3775.08
19035, Carlos Vargas Paim, 39, 83221-160, 2412.11
19081, Rafael Vargas Carmo, 36, 36081-770, 4686.65
19081, Elaine de Salles, 18, 36081-770, 464.2
19113, Émerson Braga, 44, 77415-862, 3474.3
19114, Beatriz Lopes Simões, 30, 49072-600, 378.95
19148, Beatriz Barroso, 43, 65042-240, 2837.87
19187, Carina Farias, 49, 91360-160, 2822.19
19203, Émerson Arruda Farias, 59, 68371-360, 905.4
19240, Nicolas de Salles Simões, 36, 72872-385, 1062.97
19261, Poliane Simões Barroso, 21, 36081-770, 4106.12
19287, Émerson Quadros, 34, 91360-160, 3896.14
19297, Beatriz Carmo, 20, 68371-360, 959.61
19344, Carina Vaz, 43, 50900-230, 3086.08
19388, Carlos Silveira, 27, 50900-230, 4731.52
19391, Rafael Paim Nazário, 55, 68371-360, 4997.02
19409, Kléber Simões da Cruz, 39, 83221-160, 319.97
19434, Gilmar Silveira, 21, 68371-360, 232.6
19483, Carina Nazário Simões, 29, 91360-160, 3779.19
19506, Beatriz Ruiz Machado, 26, 77415-862, 3472.29
19538, Fernando Vargas Nazário, 39, 72901-718, 4513.49
19577, Elaine Farias Damasceno, 20, 65042-240, 381.41
19607, Antônio Paim, 28, 72901-718, 4149.17
19627, Gilmar Paim, 58, 91360-160, 590.17
19669, Valdomiro Arruda, 34, 44044-257, 629.86
19669, Fabiana Machado, 26, 72901-718, 85.02
19710, Valdomiro Lobo Gimenes, 54, 72872-385, 2431.96
19752, Taís Simões, 54, 77415-862, 1103.13
19752, Fabiana Damasceno Monteiro, 19, 50900-230, 681.88
19778, Valdomiro Pacheco, 43, 72872-385, 4871.76
19824, Carina Gimenes Gimenes, 59, 68371-360, 4188.68
19834, Beatriz da Cruz, 51, 50900-230, 764.78
19836, Rafael Gimenes Medeiros, 48, 64211-140, 964.8
19859, Fabiana Fraga, 38, 36081-770, 1798.89
19886, Fabiana Pacheco, 47, 83305-500, 4599.71
19930, Valdomiro Farias da Silva, 25, 72872-385, 3198.0
19933, Elaine Pacheco da Cunha, 21, 50900-230, 3729.09
19975, Poliane Oliveira, 25, 91360-160, 3710.83
19997, Antônio Nazário Ito, 54, 83305-500, 174.44
20000, Isabela Assis Nazário, 45, 91360-160, 1646.75
20006, Fabiana Braz Cavalcanti, 21, 91360-160, 3696.62
20020, Janaína Pedroso, 58, 68371-360, 3930.4
20032, Nicole Vaz Braz, 57, 83305-500, 2231.27
20050, Heloísa Lopes Monteiro, 46, 72872-385, 4370.93
20080, Carlos Paim Paim, 24, 54786-220, 162.84
20084, Fernando Braga, 39, 91360-160, 1265.88
20090, Elaine de Salles, 34, 49072-600, 3329.88
20105, Beatriz de Salles Machado, 27, 54786-220, 1648.98
20115, Janaína Falcão Barroso, 27, 91360-160, 2724.34
20147, Janaína Silveira, 19, 77415-862, 1677.99
20162, Adriano Leal Ruiz, 39, 49072-600, 3938.95
20184, Kléber Cavalcanti, 39, 72872-385, 498.56
20186, Carina Vargas, 27, 83305-500, 1700.43
20193, Antônio de Salles Cavalcanti, 33, 36081-770, 4753.55
20241, Isabela Braga, 37, 44044-257, 4833.64
20256, Janaína Falcão Machado, 57, 91360-160, 487.39
20280, Isabela Correia, 40, 54786-220, 3053.23
20315, Nicole Braz, 43, 91360-160, 3200.07
20345, Nicole Machado, 29, 44044-257, 1128.45
20371, Carina Lobo Vaz, 26, 72901-718, 3060.96
20374, Carlos Braga, 27, 77415-862, 3574.26
20393, Adriano da Silva Falcão, 20, 72872-385, 3183.73
20404, Taís Gimenes, 29, 72901-718, 982.28
20416, Taís Lima, 57, 72901-718, 4198.67
20430, Nicolas Machado Vargas, 27, 72872-385, 4048.18
20442, Janaína Silveira Silveira, 39, 77415-862, 3575.24
20479, Rafael Ruiz da Silva, 50, 65042-240, 2573.62
20494, Adriano Barroso Velho, 54, 72872-385, 1285.5
20502, Gilmar da Cunha Lobo, 22, 77415-862, 368.51
20524, Carlos Assis, 60, 68371-360, 391.47
20573, Carlos Leal, 44, 68371-360, 436.19
20597, Elaine Braga Leal, 45, 44044-257, 333.94
20618, Heloísa Damasceno Farias, 58, 49072-600, 4482.24
20662, Isabela Damasceno Nazário, 33, 65042-240, 2013.28
20691, Poliane Medeiros, 44, 77415-862, 1298.1
20701, Fabiana Barroso Gimenes, 26, 83221-160, 1686.02
20710, Antônio Ito, 44, 83305-500, 3052.52
20750, Isabela Nazário Machado, 47, 77415-862, 554.97
20762, Elaine Paschoal Falcão, 30, 50900-230, 2520.99
20781, Nicolas Silveira, 19, 72901-718, 790.44
20810, Fabiana Silveira Correia, 42, 72901-718, 3321.85
20817, Gilmar Braga Assis, 18, 50900-230, 4901.01
20835, Carina Braga, 51, 36081-770, 4062.32
20857, Antônio Arruda Braz, 44, 44044-257, 2950.1
20871, Beatriz Barroso, 57, 49072-600, 4489.19
20892, Beatriz Assis, 57, 64211-140, 585.12
20930, Carina Pacheco, 29, 83221-160, 212.42
20944, Adriano Braz Farias, 28, 68371-360, 192.16
20971, Nicole Ruiz Farias, 58, 44044-257, 750.56
21002, Carlos Correia, 45, 50900-230, 1882.31
21006, Antônio Damasceno, 55, 72901-718, 4946.43
21027, Carlos Ito, 30, 54786-220, 321.37
21028, Kléber Falcão Oliveira, 40, 91360-160, 845.3
21058, Valdomiro Carmo Carmo, 28, 77415-862, 616.25
21090, Fernando Vargas Pedroso, 28, 72901-718, 1289.25
21109, Heloísa Monteiro da Cruz, 58, 91360-160, 2205.02
21128, Adriano Pedroso, 29, 91360-160, 3324.25
21150, Émerson Machado, 29, 83221-160, 2123.61
21171, Kléber Lima, 48, 54786-220, 2055.26
21214, Valdomiro Cavalcanti, 26, 77415-862, 579.63
21229, Isabela Arruda, 46, 50900-230, 2533.96
21244, Elaine Gimenes, 35, 72901-718, 2229.52
21279, Nicolas Silveira, 26, 54786-220, 4334.58
21309, Émerson Barroso, 35, 65042-240, 1540.11
21336, Valdomiro Cavalcanti, 41, 72872-385, 3715.48
21379, Janaína Machado Braz, 52, 44044-257, 4723.38
21392, Taís Pacheco Gimenes, 50, 72872-385, 3283.72
21437, Elaine Carmo, 51, 68371-360, 958.31
21462, Taís Machado, 46, 50900-230, 1406.36
21507, Antônio da Cunha, 52, 49072-600, 3231.36
21520, Antônio Barroso Vargas, 35, 72901-718, 2033.05
21548, Rafael Paim Ito, 33, 44044-257, 2646.41
21591, Émerson da Cunha, 50, 68371-360, 3965.64
21640, Fernando Fraga, 50, 36081-770, 2311.38
21671, Isabela Paim, 30, 64211-140, 2078.69
21686, Isabela Gimenes, 19, 65042-240, 4260.85
21687, Nicole Gimenes da Cunha, 23, 91360-160, 2602.44
21726, Carlos Nazário, 54, 91360-160, 2646.23
21763, Rafael Ito Gimenes, 55, 91360-160, 2664.87
21787, Valdomiro Machado Oliveira, 42, 64211-140, 3211.43
21795, Isabela Ito, 19, 72872-385, 3497.52
21838, Valdomiro Silveira Gimenes, 49, 83305-500, 2931.59
21871, Fabiana Correia, 30, 64211-140, 1166.16
21882, Beatriz Farias, 24, 54786-220, 2193.27
21914, Kléber da Silva, 39, 49072-600, 4011.19
21941, Valdomiro Medeiros Paschoal, 45, 68371-360, 2783.76
21952, Nicole Lobo Barroso, 47, 68371-360, 204.32
21976, Isabela Braga Paim, 31, 65042-240, 501.18
21995, Valdomiro Barroso, 23, 91360-160, 4636.36
22017, Taís Gimenes Oliveira, 37, 83305-500, 1694.86
22055, Elaine Monteiro Ruiz, 41, 83305-500, 3531.78
22096, Nicolas Vargas Machado, 30, 77415-862, 3712.89
22124, Adriano Farias Medeiros, 47, 68371-360, 149.77
22143, Janaína Simões de Salles, 36, 77415-862, 1240.29
22164, Beatriz Falcão Falcão, 59, 72901-718, 4125.46
22184, Adriano da Silva, 46, 83305-500, 4607.52
22226, Nicole Lima Silveira, 30, 68371-360, 4826.23
22236, Valdomiro da Cunha, 50, 83305-500, 3982.04
22249, Janaína Nazário Ruiz, 26, 49072-600, 693.77
22265, Kléber Paim Farias, 60, 64211-140, 609.78
22296, Émerson Carmo, 25, 44044-257, 2834.61
22326, Heloísa Arruda, 24, 64211-140, 2195.15
22354, Poliane da Cunha, 52, 68371-360, 4556.47
22402, Poliane da Silva, 28, 54786-220, 3713.46
22414, Kléber Oliveira Damasceno, 36, 72901-718, 4978.75
22454, Isabela Vaz Ruiz, 53, 64211-140, 1780.84
22477, Beatriz Vaz da Cruz, 59, 72901-718, 2462.61
22500, Adriano Vargas, 32, 91360-160, 2801.6
22521, Rafael Fraga, 47, 72872-385, 4373.33
22545, Valdomiro Gimenes, 34, 72872-385, 578.84
22570, Adriano Monteiro Braga, 60, 72872-385, 3756.45
22609, Poliane Machado Barroso, 49, 77415-862, 2150.17
22645, Adriano Vargas Machado, 39, 49072-600, 2875.7
22674, Adriano Braz, 18, 83305-500, 1618.35
22706, Poliane Arruda Velho, 22, 44044-257, 4164.88
22709, Janaína Velho, 46, 54786-220, 4822.2
22735, Poliane Damasceno, 57, 83221-160, 3806.8
22736, Valdomiro Ito, 59, 64211-140, 116.41
22779, Poliane Velho, 47, 83305-500, 386.22
22826, Fernando Correia, 28, 65042-240, 878.01
22871, Fabiana Quadros da Cunha, 41, 77415-862, 3087.2
22916, Nicolas Falcão Monteiro, 43, 44044-257, 3723.43
22932, Fernando Ruiz, 45, 50900-230, 3489.64
22981, Adriano Arruda, 33, 83305-500, 2250.36
23024, Fernando Machado Vaz, 27, 72901-718, 350.48
23051, Fabiana Velho Machado, 31, 68371-360, 1417.75
23090, Adriano Quadros Ruiz, 21, 77415-862, 493.31
23091, Elaine Lobo, 45, 49072-600, 4549.69
23097, Émerson Braz, 44, 36081-770, 1286.05
23137, Fabiana Arruda, 21, 36081-770, 633.56
23163, Fernando Machado Ruiz, 44, 91360-160, 1213.14
23163, Carlos Lobo Gimenes, 39, 64211-140, 1845.39
23171, Fabiana Pacheco Farias, 39, 77415-862, 2368.14
23194, Heloísa Cavalcanti, 47, 91360-160, 2809.8
23207, Rafael Quadros Leal, 59, 65042-240, 123.88
23250, Carina Braga, 38, 64211-140, 4804.55
23296, Antônio de Salles, 42, 65042-240, 3887.41
23328, Adriano Nazário Vargas, 29, 36081-770, 2939.04
23342, Kléber Vargas, 60, 65042-240, 1601.07
23389, Taís Lima Simões, 41, 44044-257, 1924.04
23419, Nicolas Correia da Cunha, 19, 91360-160, 1532.95
